ID	composer	title	description
1035071	F. Wohlfahrt 	Study ; Study	
102417		Lester Jumps; Lester Jumps Tenor 3	
101757	Dana Kuehn and Brooke Cummins and Oksana	Sirens First Edition In Motion Unlimited 	Sirens showtime 2013
1028836	"Arranged by Tehishter
Transcribed by bombitmanbomb"	Flyers - Death Parade OP-Tehishter-{WIP} - Updated 2015-07-05/22:09; Flyers	"transcribing from TehIshters Video
i guess musescore does not like my font"
1015136	Arr. Weliton Carvalho	Tristeza e Solidão	Afro-samba composto por Baden Powell e Vinícius de Moraes, num arranjo meu pra disciplina de Harmonia de Teclado I. UDESC 2015.1
1013916		Humpty Dumpty	This is a well known children's song in 6/8 time This version has a 'new' verse created by children.
103394		Summoning - 1996 - Dol Guldur - 04 - Khazad Dum; 103394	
1028366		Time	"Music to be used wherever you are, no matter who you are, this music makes the inner core of the earths otmosphere quake with utter joy and exitment	"
1018561		C418-Wet Hands; wegdgag	
102892		new score	
1028841	Felix Mendelssohn	Hark the Herald - Trumpet 1; Hark! the Herald Angels Sing	
100685	Moritz Chrupala	The Disco; Disco	
102926		Pick Up The Pieces	
102302	Kovács  Botond	Táncoló eső; Mr	
100461	Erin Nemivant	Erin Taylor Nemivant Song; Erin Taylor Nemivant Name in Song	
100870	MÁRIO MASCARENHAS	Dew Drops; Gotas de Orvalho	Music for beginners!
1035726	"Nobuo Uematsu
Transbiber - Erlo Kun"	To Zanarkand; To Zanakand	FFX Song
1024581	AVICII	"The Night
; The Nights"	
101583	Alexander Reinagle, 1799-1877	How Sweet the Name of Jesus Sounds	"Tune: St Peter
For Flute"
101994		The Original Doi	just testing.
1015266		test	
101155	Cody J. Olszewski	Cody's Project 1	the first
1032626		僕たちはひとつの光	
101509	Stephanie Hanson	"Music Theory ProjectLost; Music Theory Project

Lost"	
1028236	"Words and Music by Trent Reznor
Arr. by Boone Shangle"	Hurt	
1016411	Glimmer Phosphorescence	A Very Gershwin Prelude (For Piano and Viola); A Very Gershwin Prelude (for Piano and Viola)	"You know you've been listening to Gershwin's ""Three Preludes for Solo Piano"" when you start dreaming up melodies for other preludes that could have been added to the set. Let me know if you get the reference in the tempo marking =)"
101747		Blackheart	Blackheart by Two Steps from Hell. It was featured in the PS4 commercial, but I took the original and made some slight edits to it. I hope you like it!
103485	TAB/JCS	Concerto for Organ 'Moon Halo' - 5 mov; close / closure / clunk; Moon Halo	"Try this link for better sound:

https://www.box.com/s/tts0ckcjwtsuxp6h1blq"
1029141	Julian Felipe	Lupang Hinirang (Bayang Magiliw)	"This is the national anthem of the Philippines. It was arranged by someone else, but I changed a bit of things, such as different dynamics, tempos, and notes. Here are the lyrics to this song:

Bayang magiliw 
Perlas ng silanganan 
Alab ng puso 
Sa dibdib mo'y buhay 

Lupang Hinirang 
Duyan ka nang magiting 
Sa manlulupig 
Di ka pasisiil 

Sa Dagat at bundok sa simoy 
At sa langit mo'y bughaw 
May dilag ang tula 
At awit sa paglayang minamahal 
Ang kislap ng watawat mo'y tagumpay na nagniningning 
Ang bituin at araw niya'y kailanpama'y di magdidilim 

Lupa ng araw ng luwalhati't pagsinta 
Buhay ay langit sa piling mo 
Aming ligaya nang pag 
May mang-aapi 
Ang mamatay ng dahil sayo"
101561		My name in song	
1016981	Richard Greig II	Sweet Sorrow	This is my first string quartet after two semesters of European Harmony at the California Jazz Conservatory. My influences for this work are Scottish/Celtic music and Ravel's String Quartet in F, second movement.
103467	Arvallo	Orfeo	
1022051	ILLSLEY (John Bishop, ca. 1710); John Bishop, ca. 1710	From all that dwell below the skies (Illsley); From all that dwell below the skies	
1019971	Daniel Baux	Chanson triste	Essai de compositon pour hautbois et piano.
1018321		Hymn 113(At the Lamb's High Feast); Hymn 113	"from Hymns Ancient and Modern
https://books.google.com/books?id=gmxQLDvb1twC&pg=PA1#v=onepage&q&f=false"
100807	"Yiruma; Yiruma; Arr. Nicolas Kupinszky &
 Andrew Nguyen; Arr. Nicolas Kupinszky &
 Andrew Nguyen"	River Flows in you; River Flows in You	Got bored a while back and arranged this song for a mallet ensemble.. I just decided to upload it. What do you all think? 
1019366	Camille Saint-Saens (1835-1921); Composer	"The Swan from Carnival of the Animals (Violin Only); The Swan
from Carnival of the Animals"	
1023106	Abir Sharma	Misty Mountains	
1016301	"Gorillaz; Gorillaz
Arr. Mark__"	On Melancholy Hill - Gorillaz; On Melancholy Hill	
101077	John Rutter arr. Sam Welch	This is the Day	
1035061	unknown 	Lancelot no 5; Lancelot no 5 	
1008981	Compateur	Pour les petites mains	
101566		The trees grow high; The trees, they grow high (5th harmony expirement)	An English Folk tune for 4 instruments.
102077		奏	
101973	Joe Zawinul	Mercy, Mercy, Mercy	Tuba Part
1020116	Bear McCreary	The Walking Dead - Exodus (Bear McCreary); The Walking Dead	"The Bear McCreary score that plays when Rick's group is getting ready to leave the prison in season 3 of The Walking Dead.

I noticed that no one else has done a piano cover or arrangement of this piece so I decided to do it by ear."
1022266	Composer; Astor Piazzolla	Oblivion	
1016756	Arr by. Brodie Pfeiffer	"Raid-Io (Raid); Raid-Io
(Raid Io)
"	Great for Concert Band! and More, It's All Woodwind though, Comment if you want a Proper Concert Band One
100109	Jonathan Hill	Assignment 10	
103230	Ruwan Jay	Kiyanna Sulange	Children's Song
5018452		The Basket Of Yarn	"Rhythm: reel
Key: Gmaj
Note Length: 1/8
Meter: 4/4
"
100457	I.N.Art Studios; Shakira; Arr..Isaac P. Nurse; ; Arr..Isaac P. Nurse; Shakira	Waka Waka; Waka Waka [UPDATED 01-13-14]	
1025696	Les Feuilles mortes	Autumn Leaves	
100555	John Rutter arr. Sam Welch	This is the Day	
1030126	Arranged by : Eggi Ajisukma	Do You Wanna Build A Snowman	enjoy it
100632	DGS	Aurora in C; Aurora	"SATB

""I've never seen the Aurora Lights in person, but I think this is what I imagine them to look and maybe even sound like"""
1031641	"Hanson-Lee Harjono
Arch 101-100
Savannah School of Art ad Design
Prof. Wacta; Hanson-Lee Harjono"	Architecture_1	Interpretation of architecture
1018241		Hymn 14; Hymn 14(Abide with Me)	"Abide with Me
from Hymns Ancient and Modern
https://books.google.com/books?id=gmxQLDvb1twC&pg=PA1#v=onepage&q&f=false"
1032651	viola king	recorder can can (J. Offenbach); recorder can can	a shortened version of the original song
101822	Freddie Mercury	Bohemian Rhapsody	
1027871	Arr. by Andric McNabb	Pompeii	Clarinete
1021801		1021801; A Soldier's Resolution	By Tobias Hume
101770	Sam Lipman	iv.  maestoso	
1030786	Duc. de Cedronio	Duo 1. Satz; Duo	
1013811	Daniel Ingram	Hearts Strong as Horses	This song is an interesting exercise in playing with all the black keys.  The arrangement is mostly a straight transcription of the voice and bass parts, but I added some harmony notes in the left hand to beef up the chorus.
100725	Alexandre Dumont	JINGLE SITCOM; Jingle	Well, this is my very first composition. We have to make a pseudo-episode of a sitcom in my engeneering school, so I made a jingle for the opening. If you have any critiscim, feel free to comment.
100495	NEBUER	FAIREST LORD JESUS; Fairest Lord Jesus Tenor1	
1030536		Bathory - Song To Hall Up High	I apologize in advance for ruining this amazing song with my amateurism. I hope you can recognize it from this version.
100582	François Reincke	étude number 1; Étude number 1	A simple étude that is bound to give you a good finger workout.
1013191	FUN ft. Janelle Monáe	We Are Young	
102678		LAST PROJECT DEAUNDRE GLAUDE; Billie Jean	
1028526	 (Matt and Andrew)	The Library Past Noon	First misadventures into composition by two very bored people on a summer afternoon :)
101781	Shostglass	"Inferno X - The precipice ; Inferno X - Sheer Precipice
and Phlegethon. 
"	The sheer precipice and Phlegethon - the river of boiling blood that the violent against their neighbours are immersed.
1035046	Jacob de Haan 	Grote Sprong Vooruit ; Grote Sprong Vooruit	
102762	by Priscilla Stubbs	Rhodes School Song (Key of C); Rhodes School Song	
101894		Constellations	"WATCH THE VIDEOSCORE!
A simple (and hopefully not too repetitive) song I came up with a while back.  I was looking through old random clips of music I had and decided to finish this one.  Hope you enjoy! As always, check my page or the link below to look at all my music, including this one!

https://www.dropbox.com/sh/nfgxh1inm77rotk/mr_d3LLyIx"
1018056		phone number; phone number 2	version 2
103220		103220; Global Safari (Please Comment)	"I started this piece but I have been very busy, so i dont know if I should finish this or not...If you think i should then please tell me and dont be afraid to comment
Update: Added an ending! Enjoy!"
101859	"Music: Hans Zimmer
Arrangement: bunq"	Pearl Harbor - Tennessee	"Performed on church organ: https://www.youtube.com/watch?v=1GiXi-eUo6s

Original music by Hans Zimmer
Work in progress"
331966	Eric Fontaine	"A Precelebration of the 0th Anniversary 
of the Return of the Sonic Adverturers; ""Precelebration of the 0th Anniversary of the Return of the Sonic Adventurers"" (draft)"	Just one section when they discover new world.  Rest is improvised currently.
1018501	KaBass	Rumor Has It You Set Fire To The Rain	
100529		III 13G	
103210	Pixinguinha	lamento	
101079	Livan Nalan Venilok	Anthem of Panitsarland Venilok; Venilok Anthem	Don't find it on geographical maps :D
1025481		String Quartet 1; String  Quartet 2.0	
100101		Edge of The Shore	Sad violin, Piano/harp duet, the mood of loosing something
102022	BRUCE SPRINGSTEEN	TENTH AVENUE FREEZE-OUT	
1023506	Meghan Trainor	All About That Bass	
1021561		Mexico; Le Chanteur de Mexico	
1025776		Wernickes Encephelopathy 2.0; Wernickes Encephalopathy	who cares about a load of drunks !!!
1030061		La Kermaingant	
103389		Natural Mystic	
100755	by E. Elgar Arr. H.Patton	Pomp and Jazzy Circumstance; Pomp and Circumstance	A jazzy arrangement of Pomp and Circumstance for Jazz band/combo/orchestra
1015501		Battle/Medley 2015; Battle - SMEV 2015	
101496		Poker Face; Poker Face Duet- Flute + Euphonium	
101048		"Chord Progressions; Music Theory Composition
I viid6 I6 5(65)/5 I64 5(7) I"	
1013106	"Giuseppe Maria Ciravolo
Brescia 2 dicembre 2012    
(revisione 2015)          "	troisième rêve; La boîte à musique (revisited 2015)	"I revisited this lullaby from "" tisseuse de rêves "" because... I really like.
Maybe someone will use it to make a baby to sleep .
"
1029766	Victor Riaboshapko; Victor Riaboshapko; Rammstein; Rammstein	Mutter; Mutter(marching band)	for marching band
1014846	Lauridsen	c O Magnum Mysterium; 1014846	bech21 Noel 15
1026351	MWBöö	Pasuunien iltasoitto; Pasuunien iltasoitto (Probably not playable for Bassoon quartet)	"An earlier score from my storage of undeveloped scores.
Because I'm currently transcribing Bach.
Btw pasuuna means trombone not bassoon, I made a mistake in naming it that way, as Niilo kindly remarked to me."
1021251		Hymn 179; Jesus Lover of My Soul (First Tune)	"Hymn 179
Jesu, Lover of my Soul
from Hymns Ancient and Modern"
100068	Abby Orton	Kaitlyn & Mariana's Song; Kaitlyn & Mariana	I couldn't figure out how to get rid of the extra measures, I am new, and I also tried to get the repeat in but I couldn't either. Maybe I am blind or just slow. Anyway, if you play this you would repeat to the beginning after the last note on the second page, and you would end the piece at measure 37. Right before the key and time change. I don't know how to put it into movement form, so I just did this. 
102633	Dawn McCollum	Beauty	One of my first compostions.  Feed back is welcome.
1016251	Cameron Papandria	Cadets 2015 French Horn Moment; Cadets 2015 French Horn Excerpt	I loved this part in Cadets show, so I thought i would arrange it by ear (which is terrible so don't judge me too hard).
101174	"Words and Music by Kurt Cobain
Music Score  by Mike Cat"	Nirvana-Lithium Drum Music Score; Lithium-Nirvana	"My version for drums of this punk masterpiece from the Seattle trio, I hope it is helpful.
Note: when starting from the segneto right after reaching d.s al coda, the repetition bars for all the measures will not be respected by the musescore player but you must play the repetition measures again like the first time, also the musescore player will not jump the section between codas, you guys should do it to play the piece successfully."
1030531	The Baba of the Babas	A Dream	
101823	Freddie Mercury	Bohemian Rhapsody; bohemian Rhapsody	
102596	"Foster The People
Adarsh Manoj"	Pumped up Kicks (Finished); Pumped up Kicks Finished Original Version	Original Transcription
1027746	Ludovico Einaudi	In un'altra Vita FS; In un'altra Vita	
1023486	Félix Mendelson	Marche Nuptiale	
1021321	Trad. abrahamic	Shalom chaverim; Shalom xaverim	
1031781	King Crimson	21th Century Schizoid Man (unfinished); 21th Century Schizoid Man	
102642	aronzhin	DRUM_TEST_MUSE	DRUM_TEST_MUSE
1015936	Juan Brito	Trilha Sonora V; TS5	"Trilha Sonora de numero 5. 
E a sequencia se seguirá.
Em breve."
5967	Words & Music Iain Gilmour	I Haven't Got the Words	PART OF A SERIES OF SONGS WRITTEN FOR A SCHOOL SHOW BASED ON GREEK MYTHS
102953	Riteous Brothers	Unchained Melody	This is transcribing project for my school's jazz band. It's my first, so I'm no professional. I have a hard time writing drum parts for some reason, but it's what I can do for the moment. Enjoy!
1006		We Await	
102971	"by Nina Simone
arr. Romain P."	Feeling Good	"Feeling Good pour ensemble de Jazz !! :) 



						Romain P."
10251	Alec Targett	Bell Force	Yes, I realize this would be VERY hard to play on the bells, but it's cool.
102390	Jesse Tyler Castaneda	Melody with Movement; Composition #1	"This is my first piece. I know I left measures blank, I didn't know when I would finish the piece. Please help me if I need to correct anything!

Thanks!`"
101260	Mr. Trey Johnson	Peace Sonata	
1025681	Steven M. Kudlo	Sinfonia#3; third movement; III.	
1030771	"

Mitchell Stevens


; Composer"	Decievment; Decivement	
1013771	Transcribed by Caio Cezar Fernandes	UP; UP - High adventures	
1017031	Composer; Joanna Tsinikou & Varvara Patsiodimou	The Song of the Birds	Violin and Flute
1022756	Composer	"Bills, Bills, Bills - Acapella ; Bills, Bills, Bills
"	"Based almost entirely on the Warblers version but changed to be more natural and sung live.  https://www.youtube.com/watch?v=gqVw-XpV5WM
Still not finished, will add more stuff and lyrics later on"
103146		Fly me to the moon; Fly me to the Moon G major bass n treble 	
100066	Sam the Great and Powerful	My Name in Song	
1013261		Moon Fall; Moon Fall (Final)	
1017346	田中公平	One Piece - We Are; One Piece- We Are	
101861	"Composed by: Howard Shore
Arrangement: bunq"	The Hobbit (Trailer) - Misty Mountains Cold; Misty Mountains Cold	"Performed on church organ: https://www.youtube.com/watch?v=5BqV50xQ27I

Music from the trailer to ""The Hobbit: An Unexpected Journey"""
1019866		Der Herr ist gross; 1019866	
10046	Dixie Chicks	Not Ready to Make Nice - A String Quartet Tribute (Dixie Chicks); Not Ready to Make Nice	"My arrangement of Not Ready to Make Nice by the Dixie Chicks!  Comment! :)

http://www.youtube.com/user/c17rox?feature=mhee"
1026466	Arr. by Andric McNabb	Pompeii Solo; Pompeii	Swiched to the key signator of Ab Major instead of A minor
1033791	Gabriel Faure	Pavane ; Pavane	
103094	Arr. Connor Jones	Some Nights Lyrics; Some Nights	
1023386	Cèline Dion	My Heart Will Go On (Alto Sax); My Heart Will Go On	
102551		Subdivisões de Compassos	
102530	tango de Marià Homs	TUS OJOS DICEN	
1034371	Mark Ronson arr. Ethan Hamilton	Uptown Funk; test uptown panoramic	
101416	sweet honey in the rocks	on children	
4860556		Johnny Mickey's	"Rhythm: slide
Key: Dmaj
Note Length: 1/8
Meter: 12/8
"
1015911	Dominique Pons	OctoNoel; l'octoNoel	 valzurka du jour de l'An
1021351	"吕国梁、徐光义词
吕        国        梁曲; Composer"	兰  花  草; 【简谱】台湾民歌 - 兰花草	"MuseScore制作简谱方法。
以一曲《兰花草》作为例子。

具体参考百度贴吧：
http://tieba.baidu.com/p/3866230335"
1031926	Tony McCahill	Marimba Ringtone; Marimba Ringtone - THE Ringtone	This is a very short marimba ringtone I wrote for the laugh silly contest! This took about a grand total of 4 minutes, so, yeah. Hope you enjoy!
10241		10241; Super Mario Galaxy - Bowser Battle	Used when fighting the evil King Koopa known as Bowser in Super Mario Sunshine.
100962	Louis Vierne	Naiades; Louis Vierne: Naiades, Op. 55, No. 4	An arrangement for an ensemble with the sounds of a Cavaille-Coll organ in mind.  Apologies for the scrappy score - I'm more interested in the sound than in making it look pretty.
103184		Jakob og Mettes fødselsdag; Jakob og Mettes 2x40 års fødselsdag	
103031	Ann Ronell	Willow Weep For Me	
101567	Hayden Elshaw	Deliver Us.2; Deliver Us	
1024396		Nacht - Night; 1024396	try to play the top notes of the chords with the right hand to avoid arpeggios...
103516	Arranged by KHALIL STEWART	Trouble/ As Long as You Love Me/ Wide Awake	
102635	Sean Harrington	FINAL COMP. ; FINAL MUSIC THEORY PIECE	
1013256	FUN ft. Janelle Monáe	We Are Young Piano; We Are Young	
101444	Alex Jasper	Scarborough Fair; Scarborough Fair G major for Bb Trumpet	
1026736	Karl Jenkins	Palladio; Palladio Viola	
101168	Kyle Jelen	Hyrule Town; Hyrule Castle Town	
1025061	Michel Sardou; Michel SARDOU	"Je vole

; Je vole (Louane)"	
100027	Musique: Franz Schubert (1797-1828)	Franz Schubert - Ave Maria; Ave Maria	
100454	Malik Ming	Before the End of the World	
100079	Arranged:  R.C. Irvine	O Flower of Scotland	An arrangement of the traditional Scottish song.  Though Scotland has no official national anthem, this tune is frequently used in that role.
6054543	"Hector Berlioz; Hector Berlioz, Op. 5.

Klavierauszug von Philipp Scharwenka.
"	Hector Berlioz - Grande Messe des Morts, op.5 - 09 Sanctus - Tenor I; Grosse Todtenmesse.	
1023401	Musik:  Purple Schulz, Josef Piek, Clemens Bittlinger	Aufstehn, aufeinander zugehn Musik:  Purple Schulz, Josef Piek, Clemens Bittlinger (+ T)       ; Aufstehn, aufeinander zugehn	
1021411	"Rudi Schäfer; Melodie: Rudi Schäfer
Arr.: Rudi Schäfer 2012"	Wir haben empfangen. Wir aßen dein Brot	Gotteslob, Nr. 874
1035236	Faraji Kendagor	Zecora; My Little Pony: Tribal Rendition (videoscore)	"This is something I kinda threw together. This is a brief rendition of the MLP Theme song.  ""Zecora"" was the working title because the theme just seemed to fit her character. I used a soundfont that is not supported by this site so I had to upload it to youtube first. You can hear the song in the videoscore (the sheet music is muted)."
1021146	Manuel M. Ponce	Fugue pour la main gauche	"Adaptación para guitarra de Preludio y Fuga para la mano izquierda sola del piano,  de Manuel M. Ponce . II. Fuga
Adaptation pour guitare de Prélude et Fugue pour la main gauche seule du piano, de Manuel M. Ponce . II. Fugue
Adaptation for guitar of the Prelude and Fugue for the piano's left hand only, by Manuel M. Ponce. II. Fugue"
1017956	Francesc Bitlloch	Cançó d'amor; 08 Cançó d'amor	Les cançons de Canigó
103574	L.E.Kenny	Widows Waltz	
1033151	D.F.	"Trumpet Fanfare: I'm Into You; I'm Into You
Trumpet Fanfare"	Jennifer Lopez, I'm Into You
101484	Claudio Miranda	Bossa Feia ; Bossa Feia	
100464	John T. Graves	String Town	"Originally composed by John T. Graves
PercussionistMax composed the drum set part.
Join the group ""Need a drum part?"" http://musescore.com/groups/need-a-drum-part to hear more of Max's percussion parts and/or to get a percussion part for your score."
101637	J.J.Derwin	Belle of the Highlands	Performances of sword dances in the folklore of Scotland are recorded from as early as the 15th century.
101733	Karl Hoschna	The Birth of Passion	From a French Vaudeville:Madame Sherry.
1020611	Arr. Raven Simon	Malaguena Arrangement; Malaguena-The Tail of the Lion	This is the second draft of the arrangement, with added percussion parts. 
1022631		1022631; The Final Countdown	
1026121		The Battle of Skytzo; War Is Coming	"If you are using a mobile device, listen to the HQ audio here: https://soundcloud.com/aaron-lanni/war-is-coming

Sorry it's been a while since I've uploaded anything!  My schedule has been stupid and this one took me a while anyway. :D

As some of you might have guessed, the title does in fact mean that a song is coming soon (I hope) that will be entitled ""War Is Here"" or something to that effect.

Please let me know if you liked it and comment if you have any suggestions or criticisms, they are very much appreciated!! =D"
1002886		WWI Medley (Full); WWI Medley	
103269	C. Gardel	Por una Cabeza; Por Una Cabeza	Tango
1033351		F major; F Major	
1028991	Arr Jennifer Ritchie	Calvin Harris Medley (Drumbeat in Progress); Calvin Harris Medley	
1027721	Musique : François Noëll	Agnus Dei; Agnus Dei/Messe de l'église St-Jean-Baptiste de L'UNION	Agnus, Messe de l'église St-Jean-Baptiste, de L'UNION (31240)
1021891		Lamento Boliviano	intro
1031581	Lucy Berman	In a Week	
100339	Max Bilyk	Max's Song	
1029421	Composer; Jun Ishikawa	"Green Greens
Kirby; Green Greens from Kirby's Dreamland"	The main melody from the green greens stage written out for trombone.
1013331		jj; 1013331	
1035586	Дарин Сысоев	Rada's Theme; Тема Рады	
100605		Violin in C minor	
100259	Jay Althouse	Scarborough Fair	Took a piece of choir music and digitalized it, took the singing part and made it into a flute part
1017106		Die Vogelhochzeit ; Die Vogelhochzeit	G Dur   für Blockflöte
1031036	Quentin Doyen	Flute Sonata	Again, it was on here before I was a pro. But, now I'm a pro.
1013116		Main Theme (full score) - Xenoblade Chronicles; 1013116	"Yes, I moved this to my other account because of convenience for groups.

All done by hearing. The balance can be a bit off, but the downloaded version is better. I don't own the original music, but please notice me when using this arrangement."
102566	Butch Cornell	Sunshine Alley	"by Butch Cornell, as recorded by Stanley Turrentine on the LP ""Sugar."""
101948	Tiana Menezes	Senior Project Draft #2; Tiana's Composition	
102571	Guillermo Gomez U.	¿Y porque no?; Y porque no?	"Un pequeño trabajo mio, No es algo del otro mundo
pero me encanto."
103519	Brittany McCrea	Sonata Project	
1015456	"Music by Adolphe Adam wrote version ""Cantique de Noel"" in 1847; 
John Sullivan Dwight wrote version ""O Holy Night"" in 1855       "	"Oh Holy Night  6.29.15 @ 1:52pm   Origins in France, 1847; Oh Holy Night  6.29.15 @ 1:52pm   
Origins in France, 1847"	
1016701		Берега; 1016701	
102748		Country Roads	
1020306		Sail Quintet	"Sail by AWOLNATION
Quintet for Flute, Oboe, Tuba, Trombone, and Clarinet"
100213	John Banister (1663 - 1725)	Bourée	
102872	Robert Ellis	the spirit of peace and joy	
1026901	Pachelbel	Canon in D	
101169	D. Duncan	String Quartet No. 1 ; String Quartet No.1	1st movement of my first string quartet. Hope you like!
1013086		NONCEPAC; 1013086	
101624		"A csillagok, ha beszélni tudnának(felső szólam); A csillagok, ha beszélni tudnának
(felső szólam)"	
6283409	John Williams	Super Star ( Destroyer ) Wars ( Main Theme ); Star Wars Suite for Orchestra	Comment and favorite if you liked, I know that this score is gonna take a little bit to get views, cuz' I didn't put the original name in it.
